TableNumber,ImageNumber,ObjectNumber,Class,Nuclei_AreaShape_Area,Nuclei_AreaShape_Eccentricity,Nuclei_AreaShape_Solidity,Nuclei_AreaShape_Extent,Nuclei_AreaShape_EulerNumber,Nuclei_AreaShape_Perimeter,Nuclei_AreaShape_FormFactor,Nuclei_AreaShape_MajorAxisLength,Nuclei_AreaShape_MinorAxisLength,Nuclei_AreaShape_Orientation,Nuclei_Zernike_0_0,Nuclei_Zernike_1_1,Nuclei_Zernike_2_0,Nuclei_Zernike_2_2,Nuclei_Zernike_3_1,Nuclei_Zernike_3_3,Nuclei_Zernike_4_0,Nuclei_Zernike_4_2,Nuclei_Zernike_4_4,Nuclei_Zernike_5_1,Nuclei_Zernike_5_3,Nuclei_Zernike_5_5,Nuclei_Zernike_6_0,Nuclei_Zernike_6_2,Nuclei_Zernike_6_4,Nuclei_Zernike_6_6,Nuclei_Zernike_7_1,Nuclei_Zernike_7_3,Nuclei_Zernike_7_5,Nuclei_Zernike_7_7,Nuclei_Zernike_8_0,Nuclei_Zernike_8_2,Nuclei_Zernike_8_4,Nuclei_Zernike_8_6,Nuclei_Zernike_8_8,Nuclei_Zernike_9_1,Nuclei_Zernike_9_3,Nuclei_Zernike_9_5,Nuclei_Zernike_9_7,Nuclei_Zernike_9_9,Nuclei_Intensity_IntegratedIntensity_CorrDAPI,Nuclei_Intensity_MeanIntensity_CorrDAPI,Nuclei_Intensity_StdIntensity_CorrDAPI,Nuclei_Intensity_MinIntensity_CorrDAPI,Nuclei_Intensity_MaxIntensity_CorrDAPI,Nuclei_Intensity_IntegratedIntensityEdge_CorrDAPI,Nuclei_Intensity_MeanIntensityEdge_CorrDAPI,Nuclei_Intensity_StdIntensityEdge_CorrDAPI,Nuclei_Intensity_MinIntensityEdge_CorrDAPI,Nuclei_Intensity_MaxIntensityEdge_CorrDAPI,Nuclei_Intensity_MassDisplacement_CorrDAPI,Nuclei_Intensity_LowerQuartileIntensity_CorrDAPI,Nuclei_Intensity_MedianIntensity_CorrDAPI,Nuclei_Intensity_UpperQuartileIntensity_CorrDAPI,Nuclei_Neighbors_NumberOfNeighbors_10,Nuclei_Neighbors_PercentTouching_10,Nuclei_Neighbors_FirstClosestXVector_10,Nuclei_Neighbors_FirstClosestYVector_10,Nuclei_Neighbors_SecondClosestXVector_10,Nuclei_Neighbors_SecondClosestYVector_10,Nuclei_Neighbors_AngleBetweenNeighbors_10,Nuclei_Neighbors_NumberOfNeighbors_20,Nuclei_Neighbors_PercentTouching_20,Nuclei_Neighbors_FirstClosestXVector_20,Nuclei_Neighbors_FirstClosestYVector_20,Nuclei_Neighbors_SecondClosestXVector_20,Nuclei_Neighbors_SecondClosestYVector_20,Nuclei_Neighbors_AngleBetweenNeighbors_20,Nuclei_Texture_AngularSecondMoment_CorrDAPI_10,Nuclei_Texture_Contrast_CorrDAPI_10,Nuclei_Texture_Correlation_CorrDAPI_10,Nuclei_Texture_Variance_CorrDAPI_10,Nuclei_Texture_InverseDifferenceMoment_CorrDAPI_10,Nuclei_Texture_SumAverage_CorrDAPI_10,Nuclei_Texture_SumVariance_CorrDAPI_10,Nuclei_Texture_SumEntropy_CorrDAPI_10,Nuclei_Texture_Entropy_CorrDAPI_10,Nuclei_Texture_DifferenceVariance_CorrDAPI_10,Nuclei_Texture_DifferenceEntropy_CorrDAPI_10,Nuclei_Texture_InfoMeas1_CorrDAPI_10,Nuclei_Texture_InfoMeas2_CorrDAPI_10,Nuclei_Texture_GaborX_CorrDAPI_10,Nuclei_Texture_GaborY_CorrDAPI_10,Nuclei_Texture_AngularSecondMoment_CorrDAPI_3,Nuclei_Texture_Contrast_CorrDAPI_3,Nuclei_Texture_Correlation_CorrDAPI_3,Nuclei_Texture_Variance_CorrDAPI_3,Nuclei_Texture_InverseDifferenceMoment_CorrDAPI_3,Nuclei_Texture_SumAverage_CorrDAPI_3,Nuclei_Texture_SumVariance_CorrDAPI_3,Nuclei_Texture_SumEntropy_CorrDAPI_3,Nuclei_Texture_Entropy_CorrDAPI_3,Nuclei_Texture_DifferenceVariance_CorrDAPI_3,Nuclei_Texture_DifferenceEntropy_CorrDAPI_3,Nuclei_Texture_InfoMeas1_CorrDAPI_3,Nuclei_Texture_InfoMeas2_CorrDAPI_3,Nuclei_Texture_GaborX_CorrDAPI_3,Nuclei_Texture_GaborY_CorrDAPI_3
4,498,7,interphase,980.0,0.124259,0.978044,0.756757,1.0,115.983,0.899896,35.5201,35.2448,-38.7264,0.952428,0.394245,0.0501719,0.00414275,0.113778,0.0693697,0.0394907,0.00205381,0.0102111,0.0149719,0.0462045,0.0279415,0.0270811,0.000646243,0.00437927,0.00533728,0.0341025,0.0167357,0.0265523,0.0180582,0.0157206,0.00181062,0.00326164,0.001932,0.00218282,0.00513761,0.0119879,0.00789332,0.0142739,0.0109198,268.382,0.27386,0.152396,0.0455976,0.550583,9.43353,0.0952882,0.0684016,0.0455976,0.261758,2.3309,0.123425,0.27305,0.418033,1.0,47.8571,-21.191,14.2551,18.6776,47.315,77.6131,3.0,80.0,-21.191,14.2551,18.6776,47.315,77.6131,0.028009,10.3136,0.0855279,4.1648,0.357873,9.616,11.1005,2.55712,3.81578,4.05159,1.95076,-0.0631467,0.473093,52.4371,52.4927,0.0454195,1.74483,0.838735,4.92322,0.609371,8.87126,19.3489,2.6469,3.40107,0.860795,1.24802,-0.320523,0.854179,3.12264,1.61834
5,3363,246,interphase,1009.0,0.483944,0.958215,0.758647,1.0,122.912,0.825803,38.6384,33.8124,27.3221,0.874225,0.361101,0.10055,0.0368332,0.130108,0.0598167,0.0561512,0.0181558,0.0220345,0.0157701,0.0501052,0.0110012,0.0172367,0.00261799,0.0108663,0.000842337,0.0243289,0.0193196,0.0311904,0.00888738,0.00345378,0.00471351,0.00449564,0.00575746,0.00860248,0.0152573,0.00939137,0.014464,0.0130772,0.00645083,245.38,0.243191,0.133035,0.0532941,0.490368,10.767,0.0996947,0.0633173,0.0532941,0.29501,1.71837,0.111834,0.23194,0.362586,2.0,54.8611,-6.2885,31.801,-37.5424,1.53565,76.472,3.0,74.3056,-6.2885,31.801,-37.5424,1.53565,76.472,0.0226866,13.6987,-0.138175,6.18244,0.222825,9.48276,10.3726,2.51832,3.9435,3.54865,1.97192,-0.0653785,0.48482,48.1146,39.2982,0.0376326,1.78319,0.839997,5.50821,0.549115,8.62611,20.4885,2.68071,3.44859,0.683472,1.1888,-0.332146,0.86442,1.03803,0.451463
9,3204,101,interphase,644.0,0.729572,0.818297,0.526144,1.0,115.154,0.599826,36.8382,25.1938,-45.461,0.626363,0.252081,0.0549682,0.0439226,0.0846756,0.0750175,0.00195355,0.0318529,0.0221199,0.0163399,0.0362171,0.012726,0.0381756,0.00271266,0.0147704,0.00383574,0.033459,0.0115265,0.0127137,0.0168325,0.00343348,0.00773634,0.00841645,0.0092379,0.00873192,0.0160612,0.0114134,0.00127055,0.0049154,0.00789457,158.653,0.246356,0.121928,0.0490625,0.464475,14.4123,0.145579,0.126726,0.0490625,0.368355,1.96107,0.122229,0.273054,0.342051,1.0,55.7971,-13.8526,15.7839,-4.16225,62.7175,37.4746,1.0,88.4058,-13.8526,15.7839,-4.16225,62.7175,37.4746,0.0273371,9.69301,0.0312298,4.58032,0.309758,9.81459,9.7559,2.44693,3.76143,3.37443,1.92652,-0.0796589,0.520868,45.416,45.1155,0.0366579,2.67784,0.734577,4.07162,0.533771,9.48231,15.84,2.65923,3.45611,1.20367,1.4002,-0.265553,0.811192,0.38415,1.39141
1,691,51,interphase,1266.0,0.76944,0.813625,0.564171,1.0,163.539,0.587632,53.8444,34.3915,28.8729,0.63743,0.291951,0.0565899,0.075854,0.0899944,0.0336688,0.0374571,0.0356591,0.0114531,0.00969241,0.0485903,0.00837822,0.022874,0.0089785,0.0120198,0.00876138,0.0244757,0.00740752,0.0143509,0.00994367,0.00326653,0.0105456,0.00254759,0.00723524,0.00543122,0.00733672,0.0103392,0.00910202,0.00564269,0.00282123,274.26,0.216635,0.0476196,0.0887673,0.320834,21.5414,0.1517,0.0605674,0.0887673,0.273978,0.162116,0.187396,0.223612,0.251,1.0,42.487,14.1529,16.3403,-87.1793,-24.8065,146.78,1.0,63.2124,14.1529,16.3403,-87.1793,-24.8065,146.78,0.049578,3.96544,0.151574,2.48047,0.455701,10.4875,5.24865,2.18309,3.36528,1.62698,1.55919,-0.0658519,0.457082,5.2236,4.95389,0.0549243,1.71606,0.630694,2.46642,0.579495,10.2396,7.3907,2.34844,3.23373,0.746001,1.20833,-0.163911,0.66685,1.94133,2.51595
7,3038,285,interphase,990.0,0.605482,0.986056,0.773438,1.0,115.397,0.918252,39.8349,31.703,-6.863,0.783612,0.327437,0.152359,0.0675275,0.146037,0.01078,0.0664097,0.0154949,0.0146171,0.0119954,0.0574381,0.014628,0.00547538,0.0155619,0.0114877,0.00294893,0.0229253,0.0334209,0.0147892,0.00303309,0.013124,0.0169662,0.00239557,0.0043301,0.00185868,0.0159308,0.00389317,0.0188067,0.0109591,0.00120313,164.54,0.166202,0.0632245,0.0404454,0.301969,5.08945,0.0519332,0.00621064,0.0404454,0.067142,2.92394,0.126663,0.173497,0.211955,3.0,46.4286,1.39977,35.2662,32.78,-26.9491,127.151,4.0,91.4286,1.39977,35.2662,32.78,-26.9491,127.151,0.0321583,6.1699,0.0873395,3.47704,0.349971,9.78838,7.29352,2.3637,3.66293,2.04978,1.71795,-0.0794225,0.516765,20.5085,28.0719,0.0474353,1.65772,0.730755,3.09607,0.588433,9.31767,10.6552,2.5525,3.28594,0.732334,1.18774,-0.280614,0.811097,2.49466,0.499251
4,3344,156,interphase,1635.0,0.473039,0.983163,0.77305,1.0,148.953,0.913725,48.6299,42.8449,49.296,0.954023,0.393451,0.0460353,0.0327299,0.115709,0.0767031,0.0367028,0.0246464,0.00772878,0.0218691,0.0451526,0.0375557,0.0255665,0.0151343,0.00225543,0.00168283,0.0340155,0.0181148,0.0226674,0.0190502,0.014995,0.00635174,0.0033079,0.00255314,0.00235338,0.00717235,0.0128141,0.00777885,0.0143594,0.00997271,396.095,0.24226,0.105427,0.0405845,0.497313,6.6034,0.0519953,0.00599522,0.0405845,0.0685748,1.11689,0.17599,0.25746,0.314555,0.0,0.0,35.9035,51.6441,-61.7224,-15.0976,138.552,0.0,0.0,35.9035,51.6441,-61.7224,-15.0976,138.552,0.0331856,4.75701,0.217241,3.05293,0.402869,9.05268,7.3974,2.36953,3.59798,1.66694,1.60102,-0.0544369,0.427913,24.8553,26.6522,0.0622239,1.36145,0.759349,2.84891,0.647791,8.63052,9.95184,2.50483,3.1406,0.698976,1.14838,-0.292656,0.812131,1.30938,1.54717
1,3501,166,interphase,889.0,0.711746,0.970524,0.747059,1.0,112.326,0.869868,40.2448,28.2694,44.0205,0.880133,0.363077,0.0951692,0.0690092,0.135727,0.060079,0.0489028,0.0319006,0.00555114,0.0215936,0.0440796,0.0261135,0.0115262,0.00392403,0.00888376,0.00859815,0.022125,0.0263233,0.0291127,0.015007,0.00544743,0.00822605,0.00913122,0.00460177,0.00822589,0.0174343,0.00467249,0.00925561,0.0133749,0.00431138,178.001,0.200226,0.0467349,0.0843121,0.306912,11.2748,0.116235,0.018526,0.0843121,0.171537,8.01981,0.16682,0.208339,0.233427,4.0,67.9104,24.6068,8.63405,2.92598,-30.4852,103.852,7.0,100.0,24.6068,8.63405,2.92598,-30.4852,103.852,0.0417287,6.39377,-0.145375,2.66506,0.35356,9.99451,4.58422,2.11919,3.44512,2.20853,1.74841,-0.107844,0.574793,15.5955,8.88841,0.0466017,2.35077,0.520153,2.4938,0.529994,9.96811,7.44159,2.38227,3.3562,0.988662,1.32828,-0.146832,0.643739,1.24539,2.28401
9,3117,98,interphase,1100.0,0.498465,0.984781,0.783476,1.0,121.397,0.922701,40.231,34.8766,-26.6011,0.938884,0.397895,0.056496,0.0407467,0.111609,0.0545387,0.0409599,0.0279032,0.0112409,0.0246304,0.0554164,0.0266505,0.0234767,0.0137508,0.00348779,0.000874683,0.0287087,0.0132674,0.0255674,0.0169946,0.00846716,0.00213815,0.00239445,0.00167393,0.007168,0.0105168,0.0125711,0.011725,0.0143856,0.00332257,273.335,0.248486,0.11585,0.0384098,0.477732,5.46112,0.0525108,0.00585748,0.0384098,0.0643613,5.40819,0.140917,0.278716,0.344263,0.0,0.0,30.63,65.0446,-30.8974,-66.177,179.811,0.0,0.0,30.63,65.0446,-30.8974,-66.177,179.811,0.0358459,6.79839,0.118085,3.78794,0.437329,9.67473,8.59581,2.40474,3.63804,3.11446,1.78536,-0.0470426,0.403576,12.111,33.4859,0.0487936,2.0756,0.719213,3.68201,0.595746,9.32762,12.7082,2.54459,3.33458,1.04513,1.3113,-0.243286,0.776592,0.448421,1.90339
2,3120,120,interphase,964.0,0.688595,0.977688,0.723724,1.0,116.811,0.872798,41.1975,29.8742,-45.9996,0.875124,0.350779,0.0954679,0.073477,0.138327,0.0714638,0.0443069,0.0296951,0.00662476,0.0241649,0.0428652,0.0279764,0.00826389,0.0033693,0.00841585,0.0072581,0.0184148,0.0224808,0.0293839,0.0164012,0.00334086,0.00861959,0.00880077,0.00214862,0.00084594,0.0173508,0.0106094,0.00907725,0.0158924,0.00912374,212.636,0.220576,0.098536,0.0410723,0.410311,5.34449,0.0539847,0.00797175,0.0410723,0.0764537,1.03846,0.143681,0.231779,0.302686,0.0,0.0,-43.661,-50.361,-54.9936,-62.9998,0.194265,0.0,0.0,-43.661,-50.361,-54.9936,-62.9998,0.194265,0.0283663,8.08553,0.0406292,4.25034,0.35585,9.95066,8.66204,2.44319,3.83099,3.05259,1.86348,-0.0422597,0.393134,31.2838,27.9687,0.0362406,2.4959,0.670426,3.76018,0.54954,9.56741,12.6487,2.56975,3.56421,1.16245,1.3895,-0.195319,0.733541,2.05275,0.993277
0,637,299,interphase,1082.0,0.29127,0.980072,0.790358,1.0,120.569,0.920015,37.9822,36.3353,-44.9386,0.995045,0.419351,0.0133551,0.00440547,0.0934717,0.0841726,0.0125647,0.00403556,0.00304477,0.028976,0.0376078,0.0326435,0.0113902,0.00351399,0.00278292,0.00160968,0.0268866,0.0189759,0.0236853,0.0182974,0.0098492,0.00287741,0.0023009,0.00119437,0.00138358,0.00718011,0.0140623,0.00943295,0.0148372,0.00955178,178.613,0.165077,0.0596194,0.0403084,0.299985,5.5091,0.0529721,0.00734881,0.0403084,0.0719189,5.48591,0.126409,0.17428,0.209643,0.0,0.0,-67.8031,58.1252,-88.391,-13.7903,49.4728,0.0,0.0,-67.8031,58.1252,-88.391,-13.7903,49.4728,0.0358883,6.18042,-0.000117406,2.99857,0.346254,9.67692,6.13198,2.28749,3.56895,2.06207,1.71234,-0.0547748,0.432294,16.6008,19.3689,0.0503828,1.76622,0.683548,2.78779,0.584909,9.29454,9.39625,2.47656,3.23881,0.798905,1.22043,-0.248862,0.776059,1.38175,1.3662
3,177,89,interphase,992.0,0.544691,0.979269,0.770785,1.0,115.983,0.910915,38.8569,32.5868,18.6423,0.872453,0.3708,0.103313,0.0635909,0.127468,0.0354326,0.0598651,0.0302161,0.00158093,0.0142194,0.0621146,0.0133244,0.020753,0.00181618,0.010134,0.00541941,0.0288477,0.0197895,0.0274756,0.00609291,0.00142887,0.0118054,0.0104543,0.00200525,0.0027049,0.0137712,0.00503726,0.0159694,0.013344,0.0025924,206.942,0.208611,0.089996,0.041783,0.394664,5.17787,0.0523017,0.00581329,0.041783,0.0676767,8.08309,0.132583,0.233343,0.272459,0.0,0.0,12.9499,46.7329,-40.7446,-41.3892,150.938,2.0,40.0,12.9499,46.7329,-40.7446,-41.3892,150.938,0.0324522,7.08157,0.0380735,3.77135,0.328959,9.67976,7.63763,2.29887,3.64516,2.25751,1.76476,-0.0643305,0.464835,27.6359,26.4826,0.0483906,1.95633,0.713139,3.42607,0.581483,9.23516,11.6827,2.56059,3.33125,0.915607,1.27941,-0.239711,0.772425,1.70778,3.57996
1,3357,194,interphase,771.0,0.736122,0.969811,0.707989,1.0,105.74,0.850372,38.2842,25.9126,-45.8991,0.856964,0.346919,0.103582,0.0797105,0.139658,0.0652434,0.0418332,0.0277108,0.00440528,0.0246034,0.04111,0.0239403,0.0031675,0.00422212,0.00831745,0.010524,0.0202003,0.0261885,0.0289023,0.0158794,0.00473638,0.0101875,0.00664655,0.00234043,0.00107117,0.0144307,0.00788374,0.0120473,0.0114483,0.00626703,153.934,0.199656,0.0637002,0.0639645,0.344228,7.6658,0.0851756,0.0109037,0.0639645,0.117563,2.3071,0.151264,0.213779,0.251278,0.0,0.0,-5.52558,45.2147,-45.7863,-11.4706,97.0971,3.0,28.9062,-5.52558,45.2147,-45.7863,-11.4706,97.0971,0.0460094,6.19955,-0.0635227,3.02733,0.382691,9.48655,5.29915,2.20105,3.41185,2.31529,1.74992,-0.0647676,0.45407,25.1665,22.5427,0.0511488,2.53571,0.531192,2.68806,0.522948,9.46726,8.28167,2.374,3.32616,1.06844,1.37703,-0.159795,0.662432,1.36107,1.22358
3,479,261,interphase,1254.0,0.549446,0.985075,0.78375,1.0,130.225,0.915106,43.7376,36.544,-48.4236,0.940334,0.385688,0.0516587,0.0412861,0.119471,0.0782536,0.0383753,0.0303548,0.00509244,0.0232225,0.0440504,0.0333826,0.0230434,0.0179281,0.00163952,0.00136856,0.0315878,0.0208489,0.0258381,0.0175186,0.00929501,0.00711574,0.00629667,0.0014394,0.00263893,0.0107961,0.00975341,0.00616368,0.0154013,0.0128414,273.777,0.218323,0.0879985,0.0407336,0.418209,6.00859,0.0536481,0.00739151,0.0407336,0.0705187,4.51751,0.164549,0.234409,0.28297,0.0,0.0,20.1518,74.9189,-66.5652,-42.9025,137.858,0.0,0.0,20.1518,74.9189,-66.5652,-42.9025,137.858,0.0334889,5.77869,0.0753202,3.16377,0.384169,9.50468,6.71368,2.30364,3.62834,2.08635,1.70404,-0.0443468,0.391081,28.3686,29.4086,0.0564576,1.53527,0.729524,2.84439,0.623773,9.12081,9.81697,2.50762,3.18025,0.756086,1.18099,-0.281341,0.804351,0.742726,2.44145
7,3161,210,interphase,936.0,0.71175,0.976017,0.727273,1.0,115.397,0.868165,41.3399,29.0385,-62.7973,0.800709,0.290713,0.127223,0.0973297,0.153018,0.098139,0.0391398,0.0187592,0.00184921,0.0300117,0.0367351,0.032924,0.00379833,0.016442,0.0221746,0.00411069,0.0137355,0.024132,0.0304644,0.0198479,0.0036794,0.0102486,0.0100428,0.00132331,0.000834598,0.0132681,0.0166836,0.0167171,0.0177506,0.0123045,153.895,0.164417,0.0638798,0.0387311,0.285754,5.15783,0.0526309,0.00804526,0.0387311,0.0749542,1.19247,0.115522,0.176325,0.211578,2.0,39.2857,6.98065,39.5926,41.4458,14.309,60.9538,2.0,60.0,6.98065,39.5926,41.4458,14.309,60.9538,0.0279751,10.426,-0.252655,4.0013,0.256631,10.1336,6.19876,2.23738,3.79058,3.05585,1.89958,-0.0708623,0.493138,22.4266,13.7721,0.0360143,2.89866,0.587714,3.3785,0.488699,9.94383,11.1397,2.56025,3.53079,1.14036,1.4122,-0.181011,0.710811,1.9847,1.38018
4,720,61,interphase,396.0,0.507554,0.906178,0.662207,1.0,81.9411,0.723378,24.8012,21.3692,-50.3764,0.741021,0.286433,0.128567,0.031227,0.124884,0.0452368,0.0287168,0.0253375,0.011085,0.0332593,0.0373125,0.01309,0.00893602,0.00612633,0.020088,0.00572571,0.0272577,0.0181603,0.028888,0.00604733,0.0044341,0.0123397,0.00446608,0.00912447,0.00408921,0.00623851,0.00549581,0.0147812,0.0231231,0.00302285,45.5694,0.115074,0.0300753,0.0424173,0.166598,5.88133,0.0816852,0.0325826,0.0424173,0.14439,6.39535,0.0975235,0.118202,0.139453,2.0,73.4043,-12.2212,14.8399,-22.349,-26.9998,100.911,2.0,100.0,-12.2212,14.8399,-22.349,-26.9998,100.911,0.0373441,11.7083,-0.390677,3.51176,0.229643,10.6488,5.14452,2.02621,3.53055,3.0969,1.92171,-0.212114,0.759164,20.9555,15.8035,0.0370807,3.10092,0.523358,2.74562,0.449848,11.0459,9.39545,2.44865,3.44815,1.08747,1.39789,-0.163518,0.684882,0.254155,0.66094
0,60,84,interphase,1457.0,0.72912,0.918663,0.704545,1.0,155.397,0.748536,53.1976,36.4077,-29.6794,0.812462,0.357857,0.08164,0.0833107,0.11557,0.0459323,0.01052,0.022975,0.00355744,0.0275455,0.0244375,0.022783,0.0139647,0.00705593,0.00899996,0.00836134,0.0298696,0.0210755,0.0174563,0.00648606,0.0144436,0.00672326,0.00827552,0.00907658,0.00230842,0.00798357,0.0159332,0.00400265,0.00721817,0.00429337,217.165,0.149049,0.0518073,0.0411317,0.27168,10.0771,0.0730225,0.0371163,0.0411317,0.168198,0.862626,0.113427,0.151202,0.186415,1.0,34.4444,-11.3431,28.2787,-48.2785,28.1798,37.8717,2.0,51.6667,-11.3431,28.2787,-48.2785,28.1798,37.8717,0.0304865,5.43402,0.0899446,2.77127,0.364848,9.58065,6.48201,2.32822,3.67314,1.74446,1.62786,-0.0766988,0.507117,10.9328,18.5067,0.0469375,1.16415,0.795753,2.7172,0.600378,8.9705,10.1648,2.525,3.24231,0.424441,0.977164,-0.30097,0.828507,1.57176,1.64976
1,449,38,interphase,1233.0,0.725817,0.87758,0.549465,1.0,153.439,0.649623,49.8126,34.2654,65.2727,0.623151,0.210281,0.118464,0.0657051,0.111781,0.0734324,0.00927038,0.0211868,0.0191882,0.0264091,0.0421374,0.0262906,0.0191942,0.0158948,0.0138317,0.00502843,0.027754,0.0248553,0.0196135,0.0116516,0.00738616,0.0100716,0.00454208,0.00368425,0.00754503,0.0243025,0.0154201,0.00825489,0.0098069,0.013173,166.784,0.135267,0.0371707,0.0446706,0.218813,11.3064,0.0876464,0.0419344,0.0446706,0.176779,0.523111,0.108679,0.143402,0.163093,1.0,46.8085,19.1599,13.3542,-42.1594,35.6454,104.91,2.0,75.0,19.1599,13.3542,-42.1594,35.6454,104.91,0.0406215,3.96684,0.309816,2.89946,0.448636,9.92175,6.31616,2.26442,3.45492,1.5959,1.54677,-0.0672909,0.475803,4.99025,6.03313,0.0505793,1.52081,0.726776,2.89569,0.597366,9.74838,8.68044,2.41543,3.24114,0.66848,1.1593,-0.221747,0.754145,0.933288,0.490088
1,685,43,interphase,1712.0,0.569879,0.966685,0.691717,1.0,161.439,0.815333,52.0094,42.7376,15.1797,0.732634,0.297907,0.156145,0.0544629,0.136797,0.0110697,0.0334354,0.0134321,0.00498083,0.0360428,0.0443915,0.0113509,0.0167724,0.00575569,0.00614778,0.00682432,0.0138633,0.0295625,0.0247754,0.00447778,0.00576473,0.00811201,0.000862378,0.00896278,0.0062997,0.00932414,0.0108904,0.0154572,0.00417402,0.00589425,256.365,0.149746,0.0444924,0.0532326,0.24944,9.36437,0.0683531,0.00708567,0.0532326,0.0854945,2.56629,0.122284,0.151333,0.18204,1.0,14.2857,15.901,49.3958,-90.4718,-31.1371,126.835,1.0,31.6327,15.901,49.3958,-90.4718,-31.1371,126.835,0.0301834,4.41279,0.274263,2.67087,0.399424,9.83504,7.66892,2.39814,3.66134,1.50908,1.56522,-0.0749883,0.50261,10.0783,10.9064,0.0484489,1.29233,0.780554,2.84853,0.627506,9.34432,10.4579,2.55611,3.30313,0.593826,1.1048,-0.272814,0.805636,1.506,0.72022
2,3201,122,interphase,1063.0,0.533161,0.986085,0.801659,1.0,119.154,0.925261,40.0379,33.8727,73.3827,0.914083,0.352729,0.0751529,0.0510119,0.140428,0.104864,0.0502736,0.0312777,0.00682803,0.0104232,0.0304254,0.0361741,0.0244284,0.011401,0.00250984,0.00493552,0.0299756,0.0178679,0.0187983,0.0223182,0.00512223,0.00269767,0.00723278,0.00376821,0.00483406,0.0152409,0.0195451,0.0158772,0.0133729,0.0104477,285.427,0.26851,0.126151,0.0520698,0.490985,6.90274,0.0670169,0.00699945,0.0520698,0.082812,1.28176,0.141591,0.297383,0.375974,0.0,0.0,15.0517,69.7487,66.6538,30.8482,52.9871,0.0,0.0,15.0517,69.7487,66.6538,30.8482,52.9871,0.029507,9.38314,0.018563,4.74303,0.362016,10.1169,9.68901,2.44639,3.78933,3.76006,1.90097,-0.0296834,0.330752,33.6779,31.0409,0.043993,2.38584,0.73087,4.48081,0.567659,9.70507,15.339,2.62452,3.4356,1.15153,1.36253,-0.250928,0.792014,1.25068,1.70561
1,3121,188,interphase,1340.0,0.594407,0.939033,0.76659,1.0,151.539,0.72369,46.424,37.3325,6.43589,0.800363,0.339887,0.138394,0.0661806,0.13679,0.0176751,0.0526908,0.0139277,0.0154281,0.0198634,0.0499272,0.0117131,0.001376,0.0171127,0.00508106,0.00808619,0.0212768,0.0335093,0.0231418,0.0021056,0.0109927,0.0146365,0.00231587,0.010382,0.00245786,0.0142979,0.00348796,0.0182824,0.00609181,0.00231475,276.917,0.206655,0.128919,0.0558814,0.477024,8.8275,0.0679038,0.00853311,0.0558814,0.100871,1.16305,0.0757838,0.178669,0.327526,1.0,33.7079,-9.7911,37.4282,19.6175,-56.4422,175.494,2.0,64.0449,-9.7911,37.4282,19.6175,-56.4422,175.494,0.0380064,9.8207,0.131091,5.84668,0.346873,8.15061,12.7283,2.53774,3.57789,3.6473,1.902,-0.0790336,0.507972,28.6377,34.4113,0.0982867,1.51882,0.864945,5.62298,0.667122,7.29296,20.9731,2.42091,3.01718,0.870414,1.19576,-0.355028,0.853296,1.83184,2.23568
0,334,212,interphase,663.0,0.685665,0.979321,0.837121,1.0,95.3553,0.897371,34.1425,24.8529,-86.7278,0.81054,0.271076,0.130823,0.0921465,0.161925,0.119395,0.046222,0.0215677,0.00233341,0.0272435,0.0469033,0.0475446,0.00351958,0.0162199,0.0162258,0.0115081,0.00621046,0.00291892,0.0121823,0.0168328,0.00909889,0.0149295,0.00672095,0.00185161,0.00648109,0.0176161,0.0182235,0.00761034,0.010667,0.00760754,160.375,0.241893,0.13464,0.0485086,0.536029,5.54178,0.0651974,0.0188556,0.0485086,0.119764,9.03521,0.112474,0.236841,0.357308,1.0,25.4545,-16.4642,33.5756,2.37764,51.5605,28.7618,2.0,50.0,-16.4642,33.5756,2.37764,51.5605,28.7618,0.0237387,12.5799,-0.251418,5.36502,0.275416,8.25444,7.53289,2.37453,3.86746,4.07006,1.99437,-0.0766862,0.517823,88.8992,62.3854,0.0312736,2.88121,0.666002,4.4487,0.46759,8.18262,14.3301,2.6209,3.59213,1.0318,1.3887,-0.211713,0.757793,5.21891,1.17981
6,677,5,interphase,527.0,0.774952,0.91019,0.665404,1.0,96.7696,0.692809,33.4742,21.1564,70.0571,0.642409,0.198278,0.170738,0.0868626,0.145021,0.0735789,0.0279872,0.024943,0.0199803,0.0421196,0.0569992,0.0371519,0.00177812,0.0175632,0.00974073,0.00196248,0.0120309,0.0154087,0.0300501,0.0165408,0.00859965,0.00789568,0.0106907,0.00584094,0.00381064,0.0200074,0.0104253,0.00959982,0.019415,0.00681077,132.887,0.252158,0.109606,0.0651612,0.413436,14.0058,0.162858,0.119372,0.0651612,0.3902,8.37003,0.138732,0.277575,0.349074,2.0,59.0909,18.5478,-1.08604,23.4566,26.1821,51.4939,2.0,100.0,18.5478,-1.08604,23.4566,26.1821,51.4939,0.047973,12.1613,0.483083,6.04307,0.284776,10.5207,10.7657,2.50546,3.19829,4.12916,2.0023,-0.12786,0.628177,33.7302,35.1249,0.0467604,2.87442,0.836086,6.28597,0.525657,10.2372,19.1902,2.5927,3.27229,1.29735,1.4301,-0.321651,0.85055,2.40728,2.84135
